State	Time (s)	Phi (rad)	Del (rad)	dPhi (rad/s)	dDel (rad/s)	v_r (m/s)	v (m/s)	u (Nm)	T (Nm)	Heading (rad)	dHeading (rad/s)	Phi_y (rad)	Del_y (rad)	dPhi_y (rad/s)	dDel_y (rad/s)	T New Gain (Nm)	U Theory Old
4	48.315	-0.0521	-0.0803	0.7016	5.1112	5	4.4642	16	15.9602	0.1321	-1.3252	-0.1235	-0.0803	0.6497	5.1112		
4	48.327	-0.0438	-0.0061	0.597	6.2067	5	4.4728	-2.245	16.0899	0.1163	-1.2949	-0.1235	-0.0061	0.537	6.2067		
4	48.337	-0.0383	0.0491	0.4794	5.9267	5	4.4728	-15.072	15.798	0.1058	-1.1477	0.7818	0.0491	0.4366	5.9267		
4	48.349	-0.0332	0.1064	0.0866	3.6279	5	4.4899	-16	9.2776	0.0931	-0.8993	0.9268	0.1064	0.2516	3.6279		
4	48.36	-0.0306	0.1224	0.1683	2.6924	5	4.4899	-16	5.9688	0.0847	-0.7617	-0.4495	0.1224	0.2933	2.6924		
4	48.372	-0.026	0.1394	0.6808	2.2224	5	4.5412	-4.8945	2.6925	0.0761	-0.7137	-0.4495	0.1394	0.7201	2.2224		
4	48.384	-0.0164	0.1612	0.9834	2.1879	5	4.4984	8.1691	-0.519	0.0689	-0.5464	-0.4495	0.1612	0.988	2.1879		
4	48.396	-0.0047	0.1888	0.9156	2.4427	5	4.5241	0.7836	1.2651	0.0654	-0.2215	-0.0978	0.1888	0.8848	2.4427		
4	48.409	0.0046	0.2894	0.599	4.3958	5	4.4899	-16	2.141	0.0666	0.1616	-0.0978	0.2894	0.3735	4.3958		
4	48.422	0.0072	0.3373	0.0326	4.6227	5	4.5326	-16	-0.9407	0.0702	0.3104	-0.0978	0.3373	-0.0759	4.6227		
4	48.434	0.0051	0.3512	-0.2542	3.2115	5	4.5155	-16	-4.1198	0.0764	0.5864	-0.0978	0.3512	-0.2451	3.2115		
4	48.446	0.0014	0.3285	-0.2199	0.7242	5	4.5155	-16	-7.6232	0.0858	0.8264	0.0778	0.3285	-0.1945	0.7242		
4	48.459	-0.0019	0.2015	-0.5128	-4.5042	5	4.4813	-16	-14.0138	0.0968	0.8327	0.0778	0.2015	-0.0698	-4.5042		
4	48.469	-0.0035	0.2015	-0.0422	-4.5042	5	4.4899	-16	-16.0575	0.1045	0.8806	-0.4951	0.2015	0.0137	-4.5042		
4	48.481	-0.0034	0.0648	0.1579	-6.0103	5	4.4728	16	-15.8953	0.1188	1.1723	-0.144	0.0648	0.2198	-6.0103		
4	48.491	-0.0015	0.0424	0.4904	-4.3433	5	4.4728	16	-12.6513	0.1314	1.2633	-0.3572	0.0424	0.2902	-4.3433		
4	48.505	0.0018	0.0461	0.1722	-2.1885	5	4.4471	9.6216	-9.2128	0.1489	1.3714	0.3417	0.0461	0.1092	-2.1885		
4	48.517	0.0021	0.0497	-0.1311	-0.9867	5	4.4642	-10.4038	-5.9364	0.1673	1.4164	0.0291	0.0497	-0.1629	-0.9867		
4	48.529	0.001	0.0261	-0.1518	-1.18	5	4.4471	-6.8888	-5.1579	0.1843	1.3824	-0.1735	0.0261	-0.0897	-1.18		
4	48.541	0.0013	-0.0112	-0.0426	-2.3176	5	4.4557	9.1627	-6.5203	0.1993	1.1739	-0.1735	-0.0112	0.1681	-2.3176		
4	48.555	0.005	-0.067	0.2841	-3.8148	5	4.4214	16	-3.6656	0.2093	0.5578	-0.1735	-0.067	0.372	-3.8148		
4	48.567	0.0089	-0.1161	0.2511	-4.3506	5	4.43	16	-0.5839	0.2128	0.2363	-0.1735	-0.1161	0.2875	-4.3506		
4	48.579	0.0084	-0.1045	0.2978	-0.5315	5	4.4214	16	5.6444	0.2145	0.1178	-0.1735	-0.1045	-0.1124	-0.5315		
4	48.591	0.0035	-0.05	-0.0481	2.2082	5	4.43	-2.1768	9.1803	0.2138	-0.1145	-0.1735	-0.05	-0.5074	2.2082		
4	48.602	-0.0038	0.0197	-0.35	4.4024	5	4.43	-16	7.4935	0.2131	-0.0485	0.3219	0.0197	-0.759	4.4024		
4	48.614	-0.0136	0.0752	-0.8481	4.9894	5	4.4471	-16	4.3793	0.2126	-0.0573	0.4915	0.0752	-0.9279	4.9894		
4	48.626	-0.024	0.0885	-0.7329	3.3918	5	4.3958	-16	1.1678	0.2124	-0.0218	-0.2481	0.0885	-0.7411	3.3918		
4	48.636	-0.0303	0.0658	-0.5908	0.8164	5	4.43	-16	-2.1734	0.2109	-0.1795	-0.129	0.0658	-0.5646	0.8164		
4	48.712	-0.0315	0.0264	-0.8435	-1.3673	5	4.43	-16	-5.4822	0.2099	-0.2385	-0.3964	0.0264	-0.4765	-1.3673		
4	48.724	-0.0668	-0.0815	-0.0946	-1.8352	5	4.43	4.3989	-15.8953	0.2265	0.2981	-0.3964	-0.0815	-0.061	-1.8352		
4	48.736	-0.0626	-0.1342	-0.0218	-3.4039	5	4.4214	16	-13.4299	0.23	0.3002	-0.1239	-0.1342	0.0069	-3.4039		
4	48.746	-0.0604	-0.1867	-0.0193	-4.2867	5	4.4557	16	-10.2833	0.2328	0.3024	-0.5925	-0.1867	0.013	-4.2867		
4	48.759	-0.0613	-0.2261	0.222	-2.4415	5	4.4471	16	-3.7954	0.236	0.1955	0.1105	-0.2261	0.0226	-2.4415		
4	48.769	-0.0604	-0.2261	-0.0009	-2.4415	5	4.4471	16	-0.4866	0.2375	0.1471	0.3206	-0.2261	0.008	-2.4415		
4	48.781	-0.0593	-0.2206	0.3066	-0.4985	5	4.4557	16	2.7573	0.2389	0.0571	-0.0118	-0.2206	0.2109	-0.4985		
4	48.793	-0.0552	-0.217	0.4932	-0.0955	5	4.4557	16	6.0337	0.2363	-0.2809	-0.0118	-0.217	0.5035	-0.0955		
4	48.806	-0.047	-0.2139	0.6836	0.0958	5	4.4471	16	9.2452	0.2302	-0.5273	-0.0118	-0.2139	0.687	0.0958		
4	48.818	-0.0397	-0.2118	0.5079	0.1515	5	4.4642	16	15.7331	0.2219	-0.7305	-0.0118	-0.2118	0.5024	0.1515		
4	48.831	-0.0347	-0.2045	0.2919	0.3212	5	4.4642	16	15.9277	0.2108	-0.9007	-0.0118	-0.2045	0.2613	0.3212		
4	48.843	-0.0318	-0.1852	0.1001	1.037	5	4.4642	16	15.9602	0.1989	-0.9867	0.2955	-0.1852	0.0636	1.037		
4	48.856	-0.0304	-0.1497	0.0217	2.1703	5	4.4557	12.2147	15.9277	0.1873	-0.853	0.2955	-0.1497	0.006	2.1703		
4	48.868	-0.0287	-0.1027	0.1123	3.3361	5	4.4557	4.4518	12.8784	0.1781	-0.7705	0.0752	-0.1027	0.0911	3.3361		
4	48.878	-0.0266	-0.0555	0.263	3.9842	5	4.4899	1.7391	12.8784	0.1705	-0.765	-0.4443	-0.0555	0.2411	3.9842		
4	48.89	-0.0233	-0.0067	0.2559	2.7567	5	4.4899	-1.4484	6.3581	0.1603	-0.8708	-0.3753	-0.0067	0.3705	2.7567		
4	48.904	-0.0195	0.0024	0.2688	1.9103	5	4.4728	1.6325	3.9252	0.1497	-0.815	0.1051	0.0024	0.2638	1.9103		
4	48.916	-0.0165	0.0158	0.1407	1.6245	5	4.4899	-5.1285	3.6981	0.1387	-0.8132	-0.1754	0.0158	0.1189	1.6245		
4	48.928	-0.017	0.0388	-0.1943	1.9267	5	4.5155	-16	0.9732	0.1316	-0.5203	0.2992	0.0388	-0.2323	1.9267		
4	48.94	-0.0216	0.0748	-0.4544	1.7388	5	4.4813	-16	-5.3849	0.1286	-0.1787	-0.7588	0.0748	-0.4105	1.7388		
4	48.954	-0.0268	0.067	-0.0535	0.603	5	4.4899	-16	-8.7586	0.1274	-0.0652	-0.7588	0.067	0.0094	0.603		
4	48.966	-0.0253	0.0415	0.5189	-0.813	5	4.4899	16	-11.8728	0.1268	-0.0392	-0.7588	0.0415	0.5594	-0.813		
4	48.978	-0.0189	0.0015	0.7662	-2.2779	5	4.4813	16	-11.9052	0.1272	0.0655	-0.7588	0.0015	0.8023	-2.2779		
4	48.99	-0.0109	-0.0427	0.8989	-2.0282	5	4.4728	16	-5.5796	0.1286	0.1147	-0.7588	-0.0427	0.7814	-2.0282		
4	49.001	-0.0042	-0.0288	0.7947	-0.4742	5	4.4728	16	-2.2059	0.1297	0.098	-0.7588	-0.0288	0.5446	-0.4742		
4	49.013	0.0007	-0.0052	0.3255	0.8336	5	4.4984	13.1797	1.0381	0.1339	0.4512	0.1431	-0.0052	0.2613	0.8336		
4	49.025	0.0032	0.0194	0.1409	1.6015	5	4.507	-2.2638	4.3144	0.141	0.5918	0.1431	0.0194	0.0965	1.6015		
4	49.037	0.0045	0.0355	0.1764	1.6358	5	4.5155	-3.238	5.8391	0.1484	0.6402	-0.2957	0.0355	0.1728	1.6358		
4	49.048	0.006	0.0255	0.2411	0.4685	5	4.4984	6.3578	2.5303	0.1545	0.5856	-0.3263	0.0255	0.2449	0.4685		
4	49.06	0.0086	-0.0773	0.0992	-3.6861	5	4.5583	16	1.7193	0.1605	0.3943	-0.6662	-0.0773	0.4699	-3.6861		
4	49.072	0.0137	-0.1267	0.4066	-4.303	5	4.4899	16	4.8335	0.1633	0.2136	0.7631	-0.1267	0.5641	-4.303		
4	49.082	0.0184	-0.1418	0.6547	-3.0927	5	4.5241	16	7.9801	0.1651	0.1966	0.1702	-0.1418	0.5124	-3.0927		
4	49.095	0.0252	-0.1161	0.4295	-0.5394	5	4.507	16	10.9321	0.167	0.1078	0.6024	-0.1161	0.3503	-0.5394		
4	49.105	0.0292	-0.0588	0.3339	2.3152	5	4.5241	16	14.5653	0.1676	0.0655	0.2001	-0.0588	0.2332	2.3152		
4	49.117	0.0317	0.0182	0.1467	4.8003	5	4.4813	-9.275	16.025	0.1683	0.0423	0.1353	0.0182	0.0907	4.8003		
4	49.129	0.0336	0.077	0.196	5.377	5	4.5326	-16	11.2564	0.1681	-0.0245	0.1353	0.077	0.1598	5.377		
4	49.142	0.0363	0.073	-0.1469	1.1779	5	4.4984	-16	8.045	0.1671	-0.0985	0.1353	0.073	0.2069	1.1779		
4	49.154	0.0375	0.0627	0.0281	0.12	5	4.5326	-3.3982	4.5415	0.1652	-0.1773	0.1353	0.0627	0.0591	0.12		
4	49.164	0.0382	0.0673	-0.021	0.2436	5	4.5326	-6.8189	1.3625	0.163	-0.2199	0.6783	0.0673	-0.0332	0.2436		
4	49.176	0.0381	0.0852	-0.1428	0.9406	5	4.5583	-16	-2.0112	0.1608	-0.1769	-0.249	0.0852	-0.1842	0.9406		
4	49.19	0.0347	0.1121	-0.2697	2.0906	5	4.5241	-16	-8.3045	0.16	-0.0021	0.4428	0.1121	-0.3692	2.0906		
4	49.202	0.0282	0.1467	-0.5953	1.6191	5	4.5412	-16	-11.516	0.1617	0.1661	-1.1597	0.1467	-0.5507	1.6191		
4	49.286	0.0218	0.1448	-0.264	0.7924	5	4.4984	-16	-14.8248	0.1633	0.1173	-0.6397	0.1448	-0.2385	0.7924		
4	49.298	0.0041	0.0815	-0.3832	-2.4755	5	4.5754	-16	-15.8304	0.2308	1.04	-0.6397	0.0815	-0.3412	-2.4755		
4	49.311	0.0108	-0.0782	-0.3694	-6.477	5	4.5326	16	-15.7655	0.2427	0.8719	-0.6397	-0.0782	-0.0524	-6.477		
4	49.324	0.0137	-0.1439	0.091	-6.5791	5	4.5668	16	-12.6513	0.2536	0.9502	0.9335	-0.1439	0.1467	-6.5791		
4	49.336	0.0142	-0.1748	0.1441	-5.0358	5	4.5497	16	-9.4074	0.2668	0.9868	-0.2937	-0.1748	0.1763	-5.0358		
4	49.349	0.0159	-0.1818	0.0797	-3.0436	5	4.5668	16	-6.0337	0.276	0.6498	0.1103	-0.1818	0.0804	-3.0436		
4	49.362	0.0167	-0.1888	-0.2562	-1.1564	5	4.5241	16	0.519	0.2858	0.8352	1.1642	-0.1888	-0.3582	-1.1564		
4	49.372	0.0133	-0.1973	-0.5639	-1.0155	5	4.5754	13.8857	3.763	0.2945	0.8321	0.5998	-0.1973	-0.6051	-1.0155		
4	49.384	0.0057	-0.2136	-0.4725	-1.2736	5	4.5155	16	7.0393	0.3022	0.6217	-0.09	-0.2136	-0.432	-1.2736		
4	49.396	0.0027	-0.2397	0.0805	-1.8879	5	4.5668	16	10.2508	0.3064	0.2339	-0.09	-0.2397	0.1515	-1.8879		
4	49.41	0.0086	-0.267	0.8863	-1.7633	5	4.5326	16	15.8628	0.3035	-0.303	-0.09	-0.267	0.8753	-1.7633		
4	49.422	0.0205	-0.2664	1.2619	-0.4548	5	4.5754	16	15.9277	0.2971	-0.5612	-0.09	-0.2664	1.0869	-0.4548		
4	49.434	0.0333	-0.2385	0.8648	1.0142	5	4.5583	16	15.9277	0.2879	-0.8532	-0.09	-0.2385	0.7847	1.0142		
4	49.446	0.0394	-0.1939	0.1097	2.5839	5	4.5583	16	15.9602	0.275	-1.0874	-0.09	-0.1939	0.0359	2.5839		
4	49.457	0.0393	-0.137	-0.2787	4	5	4.5241	1.3967	15.9602	0.2649	-0.9968	-0.09	-0.137	-0.3517	4		
4	49.469	0.036	-0.073	-0.3002	5.1127	5	4.5839	-14.4993	15.3762	0.2527	-1.059	0.2037	-0.073	-0.3443	5.1127		
4	49.481	0.0327	0.0409	-0.1676	5.4497	5	4.5583	-16	8.9857	0.2383	-1.2211	-0.6623	0.0409	-0.1758	5.4497		
4	49.493	0.0321	0.0845	0.1122	4.9748	5	4.601	-16	5.6769	0.2227	-1.1833	0.7216	0.0845	0.0868	4.9748		
4	49.507	0.0338	0.1224	0.1474	4.4233	5	4.5583	-16	2.4329	0.2074	-1.1624	-0.0539	0.1224	0.0945	4.4233		
4	49.519	0.0347	0.1594	0.0253	4.0879	5	4.5839	-16	-0.811	0.1959	-0.8605	-0.1506	0.1594	-0.0346	4.0879		
4	49.529	0.0336	0.1924	-0.2264	3.7412	5	4.5155	-16	-4.0225	0.1912	-0.4818	-0.1506	0.1924	-0.2974	3.7412		
4	49.541	0.0285	0.2185	-0.6073	1.8709	5	4.5497	-16	-7.234	0.1894	-0.0588	-0.1506	0.2185	-0.4701	1.8709		
4	49.554	0.0217	0.2167	-0.4264	0.9212	5	4.5241	-16	-13.8192	0.1932	0.3615	-0.1506	0.2167	-0.4056	0.9212		
4	49.566	0.0186	0.21	-0.0466	0.2039	5	4.5412	-16	-15.9926	0.2002	0.6091	-0.1506	0.21	-0.0253	0.2039		
4	49.578	0.0204	0.1827	0.3663	-1.1136	5	4.4728	-5.1501	-15.8953	0.207	0.549	-0.1506	0.1827	0.4056	-1.1136		
4	49.588	0.0246	0.1345	0.6171	-2.7988	5	4.5241	16	-15.6358	0.212	0.5937	-0.5893	0.1345	0.6783	-2.7988		
4	49.601	0.0359	0.0421	0.977	-3.9636	5	4.4984	16	-9.4074	0.2217	0.6896	0.4527	0.0421	1.0236	-3.9636		
4	49.611	0.0463	0.033	1.2607	-2.5997	5	4.4984	16	-9.4074	0.2283	0.6687	1.25	0.033	1.0924	-2.5997		
4	49.623	0.0588	0.0409	0.8656	-1.0497	5	4.4813	16	-2.7249	0.2367	0.7217	0.7027	0.0409	0.8097	-1.0497		
4	49.633	0.0666	0.0509	0.6704	-0.103	5	4.4728	16	0.4866	0.2453	0.8961	2.4397	0.0509	0.5001	-0.103		
4	49.646	0.0731	0.0612	0.3397	0.4306	5	4.4385	16	3.763	0.2565	0.7921	-0.1559	0.0612	0.3191	0.4306		
4	49.658	0.0759	0.0733	0.2658	0.7885	5	4.4557	10.7863	6.9745	0.2634	0.5038	-0.1559	0.0733	0.2688	0.7885		
4	49.67	0.0781	0.0952	0.1253	0.9885	5	4.4642	-0.1432	10.2508	0.2671	0.2438	-0.1559	0.0952	0.1077	0.9885		
4	49.68	0.078	0.0952	-0.0258	0.9885	5	4.4385	-7.2779	9.2452	0.2685	0.1566	-0.1559	0.0952	-0.0307	0.9885		
4	49.693	0.0766	0.09	-0.2525	0.0433	5	4.4557	-14.0126	2.6925	0.2707	0.1849	-0.1559	0.09	-0.1674	0.0433		
4	49.705	0.0737	0.0839	-0.2445	-0.2609	5	4.4557	-11.9275	-0.5515	0.273	0.2294	-0.1559	0.0839	-0.2354	-0.2609		
4	49.717	0.0694	0.0824	-0.3921	-0.2221	5	4.4385	-16	-3.7954	0.2763	0.2721	-0.1559	0.0824	-0.4026	-0.2221		
4	49.729	0.0629	0.083	-0.4461	-0.0827	5	4.4471	-16	-7.0069	0.2786	0.1777	-0.7901	0.083	-0.443	-0.0827		
